Movie_Title,Director_Name,IMDB_score,Actor_1,Actor_2,Actor_3,Gross_Revenue,Budget,Total_Facebook_Likes,Country
The Hurt Locker,Kathryn Bigelow,7.6,Jeremy Renner,Christian Camargo,Brian Geraghty,15700000.0,15000000.0,16000,USA
Firestarter,Mark L. Lester,6.0,Heather Locklear,George C. Scott,David Keith,15100000.0,15000000.0,0,USA
Killing Them Softly,Andrew Dominik,6.2,Brad Pitt,Sam Shepard,Ben Mendelsohn,14938570.0,15000000.0,20000,USA
A Most Wanted Man,Anton Corbijn,6.8,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,17237244.0,15000000.0,13000,UK
Freddy Got Fingered,Tom Green,4.5,Rip Torn,Harland Williams,Eddie Kaye Thomas,14249005.0,15000000.0,0,USA
The Pirates Who Don't Do Anything: A VeggieTales Movie,Mike Nawrocki,5.7,Yuri Lowenthal,Cam Clarke,Phil Vischer,12701880.0,15000000.0,175,USA
Highlander: Endgame,Douglas Aarniokoski,4.6,Christopher Lambert,Adrian Paul,Adam Copeland,12801190.0,15000000.0,356,USA
Idlewild,Bryan Barber,6.2,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,12549485.0,15000000.0,489,USA
One Day,Lone Scherfig,7.0,Anne Hathaway,Jim Sturgess,Rafe Spall,13766014.0,15000000.0,49000,USA
Whip It,Drew Barrymore,6.9,Daniel Stern,Jimmy Fallon,Alia Shawkat,13034417.0,15000000.0,10000,USA
Confidence,James Foley,6.7,Louis Lombardi,Brian Van Holt,Leland Orser,12212417.0,15000000.0,622,USA
The Muse,Albert Brooks,5.6,Jeff Bridges,Bradley Whitford,Albert Brooks,11614236.0,15000000.0,251,USA
De-Lovely,Irwin Winkler,6.6,Kevin McNally,Keith Allen,Sandra Nelson,13337299.0,20000000.0,1000,USA
New York Stories,Woody Allen,6.4,Woody Allen,Larry David,Mia Farrow,10763469.0,15000000.0,877,USA
Barney's Great Adventure,Steve Gomer,2.8,Trevor Morgan,Kyla Pratt,Shirley Douglas,11144518.0,15000000.0,436,Canada
The Man with the Iron Fists,RZA,5.4,Rick Yune,RZA,Daniel Wu,15608545.0,15000000.0,29000,USA
Home Fries,Dean Parisot,5.0,Catherine O'Hara,Jake Busey,Shelley Duvall,10443316.0,15000000.0,247,USA
Here on Earth,Mark Piznarski,5.1,Bruce Greenwood,Chris Klein,Elaine Hendrix,10494147.0,15000000.0,648,USA
Brazil,Terry Gilliam,8.0,Robert De Niro,Bob Hoskins,Jim Broadbent,9929000.0,15000000.0,16000,UK
Raise Your Voice,Sean McNamara,5.9,Oliver James,Rebecca De Mornay,Jason Ritter,10411980.0,15000000.0,1000,USA
The Big Lebowski,Joel Coen,8.2,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,17439163.0,15000000.0,35000,USA
Black Snake Moan,Craig Brewer,7.0,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,9396487.0,15000000.0,0,USA
Dark Blue,Ron Shelton,6.6,Khandi Alexander,Dash Mihok,Michael Michele,9059588.0,15000000.0,455,USA
A Mighty Heart,Michael Winterbottom,6.7,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,9172810.0,16000000.0,923,USA
Whatever It Takes,David Raynr,5.5,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,8735529.0,15000000.0,816,USA
Boat Trip,Mort Nathan,4.9,Vivica A. Fox,Lin Shaye,Bob Gunton,8586376.0,20000000.0,1000,USA
The Importance of Being Earnest,Oliver Parker,6.9,Colin Firth,Tom Wilkinson,Rupert Everett,8378141.0,15000000.0,0,UK
Hoot,Wil Shriner,5.6,Logan Lerman,Neil Flynn,Tim Blake Nelson,8080116.0,15000000.0,647,USA
In Bruges,Martin McDonagh,8.0,Elizabeth Berrington,Anna Madeley,Eric Godon,7757130.0,15000000.0,32000,UK
Peeples,Tina Gordon Chism,5.3,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,9123834.0,15000000.0,0,USA
The Rocker,Peter Cattaneo,6.2,Emma Stone,Bradley Cooper,Josh Gad,6409206.0,15000000.0,0,USA
Post Grad,Vicky Jenson,5.3,J.K. Simmons,Zach Gilford,Bobby Coleman,6373693.0,15000000.0,0,USA
Promised Land,Gus Van Sant,6.6,Matt Damon,Hal Holbrook,Terry Kinney,7556708.0,15000000.0,10000,USA
Whatever Works,Woody Allen,7.2,Larry David,Michael McKean,Conleth Hill,5306447.0,15000000.0,10000,USA
The In Crowd,Mary Lambert,4.6,Matthew Settle,Susan Ward,A.J. Buckley,5217498.0,15000000.0,157,USA
Three Burials,Tommy Lee Jones,7.5,Levon Helm,Dwight Yoakam,Guillermo Arriaga,5023275.0,15000000.0,0,France
Jakob the Liar,Peter Kassovitz,6.5,Robin Williams,Mark Margolis,Michael Jeter,4956401.0,15000000.0,0,France
Kiss Kiss Bang Bang,Shane Black,7.6,Robert Downey Jr.,Corbin Bernsen,Larry Miller,4235837.0,15000000.0,0,USA
Idle Hands,Rodman Flender,6.2,Vivica A. Fox,Fred Willard,Elden Henson,4002955.0,20000000.0,0,USA
Mulholland Drive,David Lynch,8.0,Naomi Watts,Robert Forster,Laura Harring,7219578.0,15000000.0,16000,France
You Will Meet a Tall Dark Stranger,Woody Allen,6.3,Anthony Hopkins,Naomi Watts,Ewen Bremner,3247816.0,22000000.0,0,USA
Never Let Me Go,Mark Romanek,7.2,Andrew Garfield,Charlie Rowe,Charlotte Rampling,2412045.0,15000000.0,33000,UK
Transsiberian,Brad Anderson,6.7,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,2203641.0,15000000.0,0,Spain
The Clan of the Cave Bear,Michael Chapman,5.3,Curtis Armstrong,Pamela Reed,Mike Muscat,1953732.0,15000000.0,843,USA
Crazy in Alabama,Antonio Banderas,6.3,Meat Loaf,Elizabeth Perkins,Noah Emmerich,1954202.0,15000000.0,391,USA
Funny Games,Michael Haneke,6.5,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,1294640.0,15000000.0,0,USA
Metropolis,Fritz Lang,8.3,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,26435.0,6000000.0,12000,Germany
District B13,Pierre Morel,7.2,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,1197786.0,12000000.0,0,France
Things to Do in Denver When You're Dead,Gary Fleder,6.8,Steve Buscemi,Bill Cobbs,Treat Williams,529766.0,7000000.0,0,USA
The Assassin,Hsiao-Hsien Hou,6.4,Qi Shu,Chen Chang,Satoshi Tsumabuki,613556.0,15000000.0,0,Taiwan
Buffalo Soldiers,Gregor Jordan,6.9,Dean Stockwell,Scott Glenn,Leon,353743.0,15000000.0,664,UK
Ong-bak 2,Tony Jaa,6.2,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,102055.0,300000000.0,0,Thailand
The Midnight Meat Train,Ryûhei Kitamura,6.1,Bradley Cooper,Brooke Shields,Leslie Bibb,73548.0,15000000.0,0,USA
The Son of No One,Dito Montiel,5.1,Channing Tatum,Al Pacino,Tracy Morgan,28870.0,15000000.0,0,USA
All the Queen's Men,Stefan Ruzowitzky,4.5,Eddie Izzard,Udo Kier,Edward Fox,22723.0,25000000.0,193,Germany
The Good Night,Jake Paltrow,5.9,Stephen Graham,Gael Le Cornec,Keith Allen,20380.0,15000000.0,445,USA
Groundhog Day,Harold Ramis,8.1,Bill Murray,Chris Elliott,Willie Garson,70906973.0,14600000.0,38000,USA
Magic Mike XXL,Gregory Jacobs,5.7,Matt Bomer,Channing Tatum,Kevin Nash,66009973.0,14800000.0,41000,USA
Romeo + Juliet,Baz Luhrmann,6.8,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,46338728.0,14500000.0,10000,USA
Sarah's Key,Gilles Paquet-Brenner,7.5,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,7691700.0,10000000.0,0,France
Unforgiven,Clint Eastwood,8.3,Clint Eastwood,Morgan Freeman,Frances Fisher,101157447.0,14400000.0,10000,USA
Manderlay,Lars von Trier,7.4,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,74205.0,14200000.0,1000,Denmark
Slumdog Millionaire,Danny Boyle,8.0,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,141319195.0,15000000.0,13000,UK
Fatal Attraction,Adrian Lyne,6.9,Fred Gwynne,Lois Smith,Anne Archer,156645693.0,14000000.0,3000,USA
Pretty Woman,Garry Marshall,6.9,Julia Roberts,Hector Elizondo,Jason Alexander,178406268.0,14000000.0,11000,USA
Crocodile Dundee II,John Cornell,5.5,Paul Hogan,Linda Kozlowski,John Meillon,109306210.0,15800000.0,489,Australia
Born on the Fourth of July,Oliver Stone,7.2,Tom Cruise,Tom Berenger,Stephen Baldwin,70001698.0,14000000.0,4000,USA
Cool Runnings,Jon Turteltaub,6.9,Doug E. Doug,Leon,Malik Yoba,68856263.0,15000000.0,0,USA
My Bloody Valentine,Patrick Lussier,5.5,Jensen Ackles,Jaime King,Edi Gathegi,51527787.0,15000000.0,0,USA
The Possession,Ole Bornedal,5.9,Kyra Sedgwick,Madison Davenport,Natasha Calis,49122319.0,14000000.0,17000,USA
Stomp the Yard,Sylvain White,5.2,Chris Brown,Laz Alonso,Harry Lennix,61356221.0,14000000.0,0,USA
The Spy Who Loved Me,Lewis Gilbert,7.1,Caroline Munro,Desmond Llewelyn,Barbara Bach,46800000.0,14000000.0,0,UK
Urban Legend,Jamie Blanks,5.5,Alicia Witt,Loretta Devine,Julian Richings,38048637.0,14000000.0,0,USA
Dangerous Liaisons,Stephen Frears,7.7,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,34700000.0,14000000.0,0,USA
White Fang,Randal Kleiser,6.7,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,34793160.0,14000000.0,0,USA
Superstar,Bruce McCulloch,5.0,Will Ferrell,Elaine Hendrix,Molly Shannon,30628981.0,14000000.0,2000,USA
The Iron Lady,Phyllida Lloyd,6.4,Meryl Streep,Jim Broadbent,Olivia Colman,29959436.0,13000000.0,18000,UK
Jonah: A VeggieTales Movie,Mike Nawrocki,6.6,Phil Vischer,Mike Nawrocki,Shelby Vischer,25571351.0,14000000.0,184,USA
Poetic Justice,John Singleton,5.9,Janet Jackson,Khandi Alexander,Maya Angelou,27515786.0,14000000.0,0,USA
All About the Benjamins,Kevin Bray,5.7,Mike Epps,Roger Guenveur Smith,Gino Salvano,25482931.0,14000000.0,530,USA
Vampire in Brooklyn,Wes Craven,4.5,John Witherspoon,W. Earl Brown,Allen Payne,19900000.0,20000000.0,1000,USA
An American Haunting,Courtney Solomon,5.0,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,16298046.0,14000000.0,0,UK
My Boss's Daughter,David Zucker,4.6,Carmen Electra,Tyler Labine,Molly Shannon,15549702.0,14000000.0,411,USA
A Perfect Getaway,David Twohy,6.5,Chris Hemsworth,Milla Jovovich,Marley Shelton,15483540.0,14000000.0,4000,USA
Our Family Wedding,Rick Famuyiwa,4.9,America Ferrera,Lance Gross,Lupe Ontiveros,20246959.0,14000000.0,1000,USA
Dead Man on Campus,Alan Cohn,6.0,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,15062898.0,14000000.0,645,USA
Tea with Mussolini,Franco Zeffirelli,6.9,Lily Tomlin,Joan Plowright,Paolo Seganti,14348123.0,12000000.0,970,Italy
Thinner,Tom Holland,5.7,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,15171475.0,8500000.0,0,USA
Crooklyn,Spike Lee,6.9,Alfre Woodard,Delroy Lindo,Isaiah Washington,13640000.0,14000000.0,905,USA
Jason X,James Isaac,4.4,Peter Mensah,Kane Hodder,Lexa Doig,12610731.0,11000000.0,0,USA
Big Fat Liar,Shawn Levy,5.4,Frankie Muniz,Donald Faison,Lee Majors,47811275.0,15000000.0,896,USA
Bobby,Emilio Estevez,7.0,Anthony Hopkins,Nick Cannon,Brian Geraghty,11204499.0,14000000.0,0,USA
Head Over Heels,Mark Waters,5.4,Monica Potter,Ivana Milicevic,China Chow,10397365.0,14000000.0,613,USA
Fun Size,Josh Schwartz,5.4,Thomas McDonell,Jackson Nicoll,Osric Chau,9402410.0,14000000.0,0,USA
Little Children,Todd Field,7.6,Kate Winslet,Noah Emmerich,Jane Adams,5459824.0,26000000.0,5000,USA
Gossip,Davis Guggenheim,5.9,Norman Reedus,Sharon Lawrence,Noam Jenkins,5108820.0,24000000.0,853,USA
A Walk on the Moon,Tony Goldwyn,6.6,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,4741987.0,14000000.0,860,USA
Catch a Fire,Phillip Noyce,6.7,Derek Luke,Terry Pheto,Bonnie Henna,4291965.0,14000000.0,447,France
Soul Survivors,Stephen Carpenter,3.9,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,3100650.0,14000000.0,231,USA
Jefferson in Paris,James Ivory,5.7,Seth Gilliam,Todd Boyce,Nigel Whitmey,2474000.0,14000000.0,127,France
Caravans,James Fargo,6.5,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,1000000.0,14000000.0,76,Iran
Mr. Turner,Mike Leigh,6.8,Lesley Manville,Ruth Sheen,Karl Johnson,3958500.0,8200000.0,0,UK
Amen.,Costa-Gavras,7.3,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,274299.0,103000000.0,0,France
The Lucky Ones,Neil Burger,7.0,John Heard,Katherine LaNasa,Mark L. Young,183088.0,15000000.0,702,USA
Margaret,Kenneth Lonergan,6.5,Matt Damon,Kieran Culkin,John Gallagher Jr.,46495.0,14000000.0,0,USA
Flipped,Rob Reiner,7.7,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,1752214.0,14000000.0,14000,USA
Brokeback Mountain,Ang Lee,7.7,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,83025853.0,14000000.0,13000,USA
Teenage Mutant Ninja Turtles,Jonathan Liebesman,5.9,Noel Fisher,Danny Woodburn,Jeremy Howard,190871240.0,125000000.0,62000,USA
Clueless,Amy Heckerling,6.8,Donald Faison,Dan Hedaya,Elisa Donovan,56631572.0,12000000.0,0,USA
Far from Heaven,Todd Haynes,7.4,Dennis Quaid,Celia Weston,Michael Gaston,15854988.0,13500000.0,0,USA
Hot Tub Time Machine 2,Steve Pink,5.1,Adam Scott,Gillian Jacobs,Collette Wolfe,12282677.0,14000000.0,0,USA
Quills,Philip Kaufman,7.4,Kate Winslet,Stephen Marcus,Amelia Warner,7060876.0,13500000.0,0,UK
Seven Psychopaths,Martin McDonagh,7.2,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,14989761.0,15000000.0,52000,UK
Downfall,Oliver Hirschbiegel,8.3,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,5501940.0,13500000.0,14000,Germany
The Sea Inside,Alejandro Amenábar,8.1,Belén Rueda,Lola Dueñas,Tamar Novas,2086345.0,10000000.0,0,Spain
"Good Morning, Vietnam",Barry Levinson,7.3,Robin Williams,J.T. Walsh,Bruno Kirby,123922370.0,13000000.0,0,USA
The Last Godfather,Hyung-rae Shim,3.6,Jason Mewes,Stephanie Danielson,Michael Rispoli,163591.0,13400000.0,502,South Korea
Justin Bieber: Never Say Never,Jon M. Chu,1.6,Usher Raymond,Sean Kingston,Boys II Men,73000942.0,13000000.0,62000,USA
Black Swan,Darren Aronofsky,8.0,Natalie Portman,Mila Kunis,Mark Margolis,106952327.0,13000000.0,106000,USA
RoboCop,José Padilha,6.2,Gary Oldman,Abbie Cornish,Jennifer Ehle,58607007.0,100000000.0,60000,USA
The Godfather: Part II,Francis Ford Coppola,9.0,Robert De Niro,Al Pacino,Robert Duvall,57300000.0,13000000.0,14000,USA
Save the Last Dance,Thomas Carter,6.1,Sean Patrick Thomas,Terry Kinney,Fredro Starr,91038276.0,13000000.0,0,USA
A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,5.7,Tuesday Knight,Rodney Eastman,Brooke Bundy,49369900.0,7000000.0,0,USA
Miracles from Heaven,Patricia Riggen,6.8,Jennifer Garner,Brighton Sharbino,Martin Henderson,61693523.0,13000000.0,16000,USA
"Dude, Where's My Car?",Danny Leiner,5.5,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,46729374.0,13000000.0,0,USA
Young Guns,Christopher Cain,6.8,Jack Palance,Patrick Wayne,Brian Keith,44726644.0,13000000.0,0,USA
St. Vincent,Theodore Melfi,7.3,Bill Murray,Naomi Watts,Reg E. Cathey,44134898.0,13000000.0,33000,USA
About Last Night,Steve Pink,6.1,Joe Lo Truglio,Regina Hall,Bryan Callen,48637684.0,12500000.0,0,USA
10 Things I Hate About You,Gil Junger,7.2,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,38176108.0,16000000.0,10000,USA
The New Guy,Ed Decter,5.9,Zooey Deschanel,Eddie Griffin,Gene Simmons,28972187.0,13000000.0,1000,USA
Loaded Weapon 1,Gene Quintano,6.1,Jon Lovitz,Lin Shaye,Bill Nunn,27979400.0,8200000.0,0,USA
The Shallows,Jaume Collet-Serra,6.8,Óscar Jaenada,Brett Cullen,Sedona Legge,54257433.0,17000000.0,0,USA
The Butterfly Effect,Eric Bress,7.7,Logan Lerman,Eric Stoltz,Cameron Bright,23947.0,13000000.0,15000,USA
Snow Day,Chris Koch,4.9,Chris Elliott,Mark Webber,Jean Smart,60008303.0,13000000.0,0,USA
This Christmas,Preston A. Whitmore II,6.1,Mekhi Phifer,Chris Brown,Loretta Devine,49121934.0,13000000.0,0,USA
Baby Geniuses,Bob Clark,2.5,Kathleen Turner,Dom DeLuise,Ruby Dee,27141959.0,18000000.0,0,USA
The Big Hit,Kirk Wong,6.1,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,27052167.0,13000000.0,934,USA
Harriet the Spy,Bronwen Hughes,5.9,Gregory Smith,Eartha Kitt,Charlotte Sullivan,26539321.0,13000000.0,833,USA
Child's Play 2,John Lafia,5.7,Jenny Agutter,Beth Grant,Greg Germann,28501605.0,13000000.0,0,USA
No Good Deed,Sam Miller,5.6,Leslie Bibb,Kate del Castillo,Henry Simmons,52543632.0,13200000.0,0,USA
The Mist,Frank Darabont,7.2,Toby Jones,Alexa Davalos,Jeffrey DeMunn,25592632.0,18000000.0,20000,USA
Ex Machina,Alex Garland,7.7,Elina Alminas,Sonoya Mizuno,Corey Johnson,25440971.0,15000000.0,109000,UK
Being John Malkovich,Spike Jonze,7.8,Willie Garson,Orson Bean,Mary Kay Place,22858926.0,13000000.0,0,USA
Two Can Play That Game,Mark Brown,6.1,Mo'Nique,Vivica A. Fox,Tamala Jones,22235901.0,6000000.0,593,USA
Earth to Echo,Dave Green,5.8,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,38916903.0,13000000.0,0,USA
Crazy/Beautiful,John Stockwell,6.5,Kirsten Dunst,Jay Hernandez,Rolando Molina,16929123.0,14000000.0,0,USA
Letters from Iwo Jima,Clint Eastwood,7.9,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,13753931.0,19000000.0,5000,USA
The Astronaut Farmer,Michael Polish,6.3,J.K. Simmons,Virginia Madsen,Bruce Dern,10996440.0,13000000.0,862,USA
Woo,Daisy von Scherler Mayer,3.8,LL Cool J,Jada Pinkett Smith,Dave Chappelle,8026971.0,13000000.0,204,USA
Room,Lenny Abrahamson,8.3,Joan Allen,Jacob Tremblay,Cas Anvar,14677654.0,13000000.0,72000,Ireland
Dirty Work,Bob Saget,6.4,Don Rickles,Jack Warden,Traylor Howard,9975684.0,13000000.0,679,Canada
Serial Mom,John Waters,6.7,Kathleen Turner,Sam Waterston,Traci Lords,7881335.0,13000000.0,3000,USA
Dick,Andrew Fleming,6.1,Ryan Reynolds,Will Ferrell,Kirsten Dunst,6241697.0,13000000.0,0,France
Light It Up,Craig Bolotin,6.0,Rosario Dawson,Vanessa Williams,Robert Ri'chard,5871603.0,13000000.0,251,USA
54,Mark Christopher,5.8,Salma Hayek,Ellen Albertini Dow,Sela Ward,16574731.0,13000000.0,0,USA
Bubble Boy,Blair Hayes,5.6,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,5002310.0,13000000.0,0,USA
Birthday Girl,Jez Butterworth,6.1,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,4919896.0,13000000.0,618,UK
21 & Over,Jon Lucas,5.9,Justin Chon,Josie Loren,Sarah Wright,25675765.0,13000000.0,11000,USA
"Paris, je t'aime",Olivier Assayas,7.3,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,4857376.0,13000000.0,0,France
Resurrecting the Champ,Rod Lurie,6.8,Harry Lennix,Kathryn Morris,Peter Coyote,3169424.0,13000000.0,689,USA
Admission,Paul Weitz,5.7,Tina Fey,Sarita Choudhury,Christopher Evan Welch,18004225.0,13000000.0,5000,USA
The Widow of Saint-Pierre,Patrice Leconte,7.3,Emir Kusturica,Daniel Auteuil,Yves Jacques,3058380.0,100000000.0,186,France
Chloe,Atom Egoyan,6.3,Liam Neeson,Meghan Heffern,Natalie Lisinska,3074838.0,11000000.0,0,USA
Faithful,Paul Mazursky,5.9,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,2104000.0,13000000.0,69,USA
Brothers,Jim Sheridan,7.1,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,28501651.0,26000000.0,10000,USA
Find Me Guilty,Sidney Lumet,7.1,Peter Dinklage,Vin Diesel,Alex Rocco,1172769.0,13000000.0,0,Germany
The Perks of Being a Wallflower,Stephen Chbosky,8.0,Logan Lerman,Ezra Miller,Kate Walsh,17738570.0,13000000.0,131000,USA
Excessive Force,Jon Hess,5.1,Burt Young,Ian Gomez,Thomas Ian Griffith,1200000.0,3000000.0,107,USA
Infamous,Douglas McGrath,7.1,Toby Jones,Isabella Rossellini,Hope Davis,1150403.0,13000000.0,0,USA
The Claim,Michael Winterbottom,6.5,Milla Jovovich,Sarah Polley,Shirley Henderson,403932.0,20000000.0,141,UK
The Vatican Tapes,Mark Neveldine,4.5,Djimon Hounsou,Alison Lohman,Dougray Scott,1712111.0,8495000.0,0,USA
Attack the Block,Joe Cornish,6.6,John Boyega,Luke Treadaway,Jodie Whittaker,1024175.0,13000000.0,18000,UK
In the Land of Blood and Honey,Angelina Jolie Pitt,4.3,Jelena Jovanova,Nikola Djuricko,Branko Djuric,301305.0,13000000.0,0,USA
The Call,Brad Anderson,6.7,Michael Imperioli,Tara Platt,Roma Maffia,51872378.0,13000000.0,23000,USA
Operation Chromite,John H. Lee,6.8,Liam Neeson,Dean Dawson,Jung-jae Lee,31662.0,12620000.0,139,South Korea
The Crocodile Hunter: Collision Course,John Stainton,5.4,Steve Irwin,Aden Young,Steve Bastoni,28399192.0,13000000.0,332,Australia
I Love You Phillip Morris,Glenn Ficarra,6.6,Dameon Clarke,Louis Herthum,Annie Golden,2035566.0,13000000.0,11000,France
Antwone Fisher,Denzel Washington,7.3,Denzel Washington,Kevin Connolly,Derek Luke,21078145.0,12500000.0,0,USA
The Emperor's Club,Michael Hoffman,6.9,Gabriel Millman,Embeth Davidtz,Rob Morrow,14060950.0,12500000.0,0,USA
True Romance,Tony Scott,8.0,Brad Pitt,Gary Oldman,Michael Rapaport,12281500.0,13000000.0,15000,USA
Glengarry Glen Ross,James Foley,7.8,Kevin Spacey,Al Pacino,Jude Ciccolella,10725228.0,12500000.0,0,USA
The Killer Inside Me,Michael Winterbottom,6.1,Liam Aiken,Ned Beatty,Jay R. Ferguson,214966.0,13000000.0,0,USA
Sorority Row,Stewart Hendler,5.1,Julian Morris,Margo Harshman,Rumer Willis,11956207.0,16000000.0,0,USA
Lars and the Real Girl,Craig Gillespie,7.4,Ryan Gosling,Kelli Garner,Paul Schneider,5949693.0,12000000.0,19000,USA
The Boy in the Striped Pajamas,Mark Herman,7.8,Richard Johnson,Sheila Hancock,Cara Horgan,9030581.0,12500000.0,38000,UK
Dancer in the Dark,Lars von Trier,8.0,Catherine Deneuve,Udo Kier,Björk,4157491.0,12800000.0,0,Denmark
Oscar and Lucinda,Gillian Armstrong,6.7,Tom Wilkinson,Richard Roxburgh,Clive Russell,1508689.0,16000000.0,329,USA
The Funeral,Abel Ferrara,6.6,Isabella Rossellini,Vincent Gallo,Gretchen Mol,1227324.0,12500000.0,344,USA
Solitary Man,Brian Koppelman,6.4,Jenna Fischer,David Costabile,Richard Schiff,4360548.0,15000000.0,0,USA
Machete,Ethan Maniquis,6.7,Robert De Niro,Don Johnson,Cheech Marin,26589953.0,10500000.0,44000,USA
Casino Jack,George Hickenlooper,6.2,Kevin Spacey,Eric Schweig,Christian Campbell,1039869.0,15000000.0,0,Canada
The Land Before Time,Don Bluth,7.3,Judith Barsi,Gabriel Damon,Bill Erwin,48092846.0,12500000.0,5000,USA
Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,8.1,Min-sik Choi,Bin Won,Dong-gun Jang,1110186.0,12800000.0,0,South Korea
The Perfect Game,William Dear,7.0,Clifton Collins Jr.,Cheech Marin,Bruce McGill,1089445.0,12500000.0,0,Canada
The Exorcist,William Friedkin,8.0,Ellen Burstyn,Linda Blair,Lee J. Cobb,204565000.0,8000000.0,18000,USA
Jaws,Steven Spielberg,8.0,Roy Scheider,Robert Shaw,Murray Hamilton,260000000.0,8000000.0,21000,USA
American Pie,Paul Weitz,7.0,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,101736215.0,11000000.0,0,USA
Ernest & Celestine,Stéphane Aubier,7.9,Mackenzie Foy,Megan Mullally,Lambert Wilson,71442.0,9600000.0,0,France
The Golden Child,Michael Ritchie,5.9,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,79817937.0,25000000.0,0,USA
Think Like a Man,Tim Story,6.6,Chris Brown,Romany Malco,Regina Hall,91547205.0,12000000.0,0,USA
Barbershop,Tim Story,6.3,Sean Patrick Thomas,Jason George,Cedric the Entertainer,75074950.0,12000000.0,770,USA
Star Trek II: The Wrath of Khan,Nicholas Meyer,7.7,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,78900000.0,11000000.0,0,USA
Ace Ventura: Pet Detective,Tom Shadyac,6.9,Sean Young,Udo Kier,David Margulies,72217000.0,12000000.0,0,USA
WarGames,John Badham,7.1,Matthew Broderick,Barry Corbin,Ally Sheedy,79568000.0,12000000.0,0,USA
Witness,Peter Weir,7.4,Harrison Ford,Viggo Mortensen,Lukas Haas,65500000.0,12000000.0,0,USA
Act of Valor,Mike McCoy,6.5,Alex Veadov,Jason Cottle,Rorke Denver,70011073.0,12000000.0,15000,USA
Step Up,Anne Fletcher,6.5,Channing Tatum,Alyson Stoner,Josh Henderson,65269010.0,12000000.0,0,USA
Beavis and Butt-Head Do America,Mike Judge,6.8,Bruce Willis,Demi Moore,John Doman,63071133.0,12000000.0,0,USA
Jackie Brown,Quentin Tarantino,7.5,Robert De Niro,Sid Haig,Robert Forster,39647595.0,12000000.0,0,USA
